NF;Série;CD;CIA;Emissão;Cód. do cliente;Cliente;Código do vendedor;Vendedor;Trecho atual;Transportadora;Valor do frete;Peso;Valor da NF;Volume;Embarque;Romaneio;Data de entrega;Data de baixa;Telefone;Previsão de entrega;Limite de entrega;Status
1430203;4;CD01;CD01;20/04/2024 00:00;1007154;INFANGER & CIA LTDA ;702;Emilio - R. E. Pagli;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;360,203;6.726,83;79;20/04/2024 13:29;424049;24/04/2024 10:02;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;26/04/2024 23:30;Entregue com ocorrência
1430202;4;CD01;CD01;20/04/2024 00:00;1004258;S.D. GRANDISOLI ME ;201;Osvaldo - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;209,137;2.407,62;20;20/04/2024 13:29;424049;24/04/2024 12:12;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;26/04/2024 23:30;Entregue com ocorrência
1430201;4;CD01;CD01;20/04/2024 00:00;1003085;SUMERBOL SM. LTDA ;706;Bertolino M. F. Camp;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;431,187;7.885,02;87;20/04/2024 13:29;424049;24/04/2024 12:05;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;29/04/2024 23:30;30/04/2024 00:30;Entregue com ocorrência
1430200;4;CD01;CD01;20/04/2024 00:00;1003075;SUMERBOL SM. LTDA ;706;Bertolino M. F. Camp;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;219,349;3.834,82;42;20/04/2024 13:29;424049;29/04/2024 10:08;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;29/04/2024 23:30;30/04/2024 00:30;Entregue com ocorrência
1430199;4;CD01;CD01;20/04/2024 00:00;1001241;GUIDOLIM E GUIDOLIM LTDA SM. GUIDOLIM;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;79,505;1.415,49;15;20/04/2024 13:29;424049;03/05/2024 10:53;06/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;29/04/2024 23:30;30/04/2024 00:30;Entregue com ocorrência
1430198;4;CD01;CD01;20/04/2024 00:00;1000029;HIGA PRODUTOS ALIMENTICIOS LTDA ;201;Osvaldo - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;854,864;12.255,52;166;20/04/2024 13:29;424049;24/04/2024 12:10;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;29/04/2024 23:30;30/04/2024 00:30;Entregue com ocorrência
1430197;4;CD01;CD01;20/04/2024 00:00;1046335;REMARO COMERCIAL LTDA;706;Bertolino M. F. Camp;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;2,372;63,45;1;20/04/2024 13:29;424049;25/04/2024 14:36;08/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;29/04/2024 23:30;30/04/2024 00:30;Entregue com ocorrência
1430196;4;CD01;CD01;20/04/2024 00:00;1032897;SIM EMPREENDIMENTOS COMERCIAIS SUPERMERCADOS LTDA;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;4,37;80,48;1;20/04/2024 13:29;424049;24/04/2024 14:47;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;26/04/2024 23:30;Entregue com ocorrência
1430195;4;CD01;CD01;20/04/2024 00:00;1022235;UNIAO COMERCIO ATACADISTA E VAREJIS LTDA;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;8,87;160,96;2;20/04/2024 13:29;424049;24/04/2024 14:42;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;26/04/2024 23:30;Entregue com ocorrência
1430194;4;CD01;CD01;20/04/2024 00:00;1022234;UNIAO COMERCIO ATACADISTA E VAREJIS LTDA;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;6,788;112,92;2;20/04/2024 13:29;424049;24/04/2024 14:41;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;26/04/2024 23:30;Entregue com ocorrência
1430193;4;CD01;CD01;20/04/2024 00:00;1020374;UNISUPER UNIAO SUPERMERCADO LTDA ;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;7,99;150,03;2;20/04/2024 13:29;424049;24/04/2024 06:51;30/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;26/04/2024 23:30;Entregue com ocorrência
1430192;4;CD01;CD01;20/04/2024 00:00;1020373;UNISUPER UNIAO SUPERMERCADO LTDA ;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;1,69;66,89;1;20/04/2024 13:29;424049;24/04/2024 14:50;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;26/04/2024 23:30;Entregue com ocorrência
1430191;4;CD01;CD01;20/04/2024 00:00;1011474;GUIDOLIN E GUIDOLIN LTDA ;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;13,287;245,52;3;20/04/2024 13:29;424049;25/04/2024 14:47;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;29/04/2024 23:30;30/04/2024 00:30;Entregue com ocorrência
1430055;4;CD01;CD01;19/04/2024 00:00;1045715;GRILO ATACAREJO LTDA;705;Gasparini - J. G. Re;Trecho Único;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho único;0;151,604;3.783,45;62;19/04/2024 23:12;423133;26/04/2024 15:51;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;25/04/2024 23:12;25/04/2024 23:30;Entregue com ocorrência
1429976;4;CD01;CD01;19/04/2024 00:00;1047660;PAGUE POUCO PIEDADE LTDA;691;Humberts / Junior;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;91,731;1.401,11;20;19/04/2024 21:27;424048;26/04/2024 14:54;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;29/04/2024 00:30;Entregue com ocorrência
1429975;4;CD01;CD01;19/04/2024 00:00;1044586;47586731 SIDNEI ANTONIO DA SILVA;691;Humberts / Junior;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;192,262;2.721,28;28;19/04/2024 21:27;424048;24/04/2024 12:01;08/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;29/04/2024 00:30;Entregue com ocorrência
1429974;4;CD01;CD01;19/04/2024 00:00;1041972;XHC COMERCIO E DISTRIBUICAO LTDA;691;Humberts / Junior;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;76,898;1.473,99;37;19/04/2024 21:27;424048;24/04/2024 11:21;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;29/04/2024 00:30;Entregue com ocorrência
1429973;4;CD01;CD01;19/04/2024 00:00;1040942;SUPERMERCADO ALVORADA SOROCABA LOJA LTDA;647;Danilo - Robdan Com.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;57,647;1.266,98;23;19/04/2024 21:27;424048;25/04/2024 15:48;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;29/04/2024 00:30;Entregue com ocorrência
1429972;4;CD01;CD01;19/04/2024 00:00;1040940;SUPERMERCADO ALVORADA SOROCABA LOJA LTDA;647;Danilo - Robdan Com.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;66,842;1.444,81;25;19/04/2024 21:27;424048;24/04/2024 11:18;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;29/04/2024 00:30;Entregue com ocorrência
1429971;4;CD01;CD01;19/04/2024 00:00;1039066;CHEN ARMARINHOS EIRELI;691;Humberts / Junior;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;179,49;2.939,99;35;19/04/2024 21:27;424048;29/04/2024 10:04;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;25/04/2024 23:30;26/04/2024 00:30;Entregue com ocorrência
1429970;4;CD01;CD01;19/04/2024 00:00;1036302;LINGUA DE SOGRA ATACADO DE ALIMENTO EMBALAGENS LTDA;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;585,974;8.137,46;75;19/04/2024 21:27;424048;23/04/2024 10:38;24/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;25/04/2024 23:30;25/04/2024 23:30;Entregue com ocorrência
1429969;4;CD01;CD01;19/04/2024 00:00;1035913;S V COMERCIO DE PRESENTES LTDA ;102;Valdir - Lobo Repres;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;298,153;4.580,03;57;19/04/2024 21:27;424048;02/05/2024 14:28;06/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;29/04/2024 00:30;Entregue com ocorrência
1429968;4;CD01;CD01;19/04/2024 00:00;1035348;SUPERMERCADO ALVORADA SOROCABA LJ01 LTDA;647;Danilo - Robdan Com.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;70,03;1.476,67;23;19/04/2024 21:27;424048;24/04/2024 11:19;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;29/04/2024 00:30;Entregue com ocorrência
1429967;4;CD01;CD01;19/04/2024 00:00;1033842;S V GIGA COMERCIO DE PRESENTES LTDA ;102;Valdir - Lobo Repres;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;394,595;6.125,48;78;19/04/2024 21:27;424048;23/04/2024 12:03;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;25/04/2024 23:30;25/04/2024 23:30;Entregue com ocorrência
1429966;4;CD01;CD01;19/04/2024 00:00;1030814;SUPERMERCADO COLORADO LT ;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;144,199;2.814,08;27;19/04/2024 21:27;424048;24/04/2024 15:46;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;29/04/2024 00:30;Entregue com ocorrência
1429965;4;CD01;CD01;19/04/2024 00:00;1030102;SUPERMERCADO ALVORADA SOROCABA LTDA;647;Danilo - Robdan Com.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;66,394;1.441,28;24;19/04/2024 21:27;424048;02/05/2024 11:07;17/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;29/04/2024 00:30;Entregue com ocorrência
1429964;4;CD01;CD01;19/04/2024 00:00;1024193;MAKIM SUPERMERCADOS LTDA ME ;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;296,314;5.061,23;53;19/04/2024 21:27;424048;24/04/2024 12:04;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;29/04/2024 00:30;Entregue com ocorrência
1429963;4;CD01;CD01;19/04/2024 00:00;1020376;UNISUPER UNIAO SUPERMERCADO LTDA ;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;35,581;676,59;8;19/04/2024 21:27;424048;24/04/2024 15:45;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;29/04/2024 00:30;Entregue com ocorrência
1429962;4;CD01;CD01;19/04/2024 00:00;1020371;UNISUPER UNIAO SUPERMERCADO LTDA ;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;50,846;1.106,60;12;19/04/2024 21:27;424048;24/04/2024 15:44;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;29/04/2024 00:30;Entregue com ocorrência
1429961;4;CD01;CD01;19/04/2024 00:00;1009918;SM. BIG BOM LTDA ;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;409,09;6.769,39;84;19/04/2024 21:27;424048;23/04/2024 11:30;24/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;29/04/2024 00:30;Entregue com ocorrência
1429960;4;CD01;CD01;19/04/2024 00:00;1008895;PRISCILA S.S. BATISTELA - ME ;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;331,33;4.379,52;43;19/04/2024 21:27;424048;23/04/2024 10:59;24/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;25/04/2024 23:30;25/04/2024 23:30;Entregue com ocorrência
1429959;4;CD01;CD01;19/04/2024 00:00;1007940;D. LEONELLO E CIA LTDA EPP ;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;76,198;1.349,89;17;19/04/2024 21:27;424048;23/04/2024 11:22;24/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;25/04/2024 23:30;26/04/2024 00:30;Entregue com ocorrência
1429958;4;CD01;CD01;19/04/2024 00:00;1006472;L.C. FERNANDES COM. DE DOCES LTDA ;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;599,445;8.607,39;72;19/04/2024 21:27;424048;29/04/2024 10:09;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;29/04/2024 00:30;Entregue com ocorrência
1429957;4;CD01;CD01;19/04/2024 00:00;1003586;C. CAMARGO E CIA LTDA SM. CAMARGO;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;120,356;2.381,41;28;19/04/2024 21:27;424048;23/04/2024 10:47;24/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;25/04/2024 23:30;25/04/2024 23:30;Entregue com ocorrência
1429956;4;CD01;CD01;19/04/2024 00:00;1003509;BATISTA E PEZZATTE LTDA VAREJAO POPULAR;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;58,256;1.183,26;15;19/04/2024 21:27;424048;23/04/2024 10:46;24/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;25/04/2024 23:30;25/04/2024 23:30;Entregue com ocorrência
1429955;4;CD01;CD01;19/04/2024 00:00;1001961;SM. BIG BOM LTDA ;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;500,091;7.818,58;92;19/04/2024 21:27;424048;23/04/2024 11:31;24/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;29/04/2024 00:30;Entregue com ocorrência
1429954;4;CD01;CD01;19/04/2024 00:00;1020371;UNISUPER UNIAO SUPERMERCADO LTDA ;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;4,435;80,48;1;19/04/2024 21:27;424048;24/04/2024 15:44;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;29/04/2024 00:30;Entregue com ocorrência
1429953;4;CD01;CD01;19/04/2024 00:00;1039094;R F CARIATI DOCES LTDA;691;Humberts / Junior;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;170,13;2.314,77;16;19/04/2024 21:27;424048;23/04/2024 11:29;24/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;25/04/2024 23:30;26/04/2024 00:30;Entregue com ocorrência
1429952;4;CD01;CD01;19/04/2024 00:00;1038563;VAROTTI BARATISSIMO GEORGE OETTERER;691;Humberts / Junior;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;45,256;728,99;5;19/04/2024 21:27;424048;24/04/2024 10:27;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;29/04/2024 00:30;Entregue com ocorrência
1429950;4;CD01;CD01;19/04/2024 00:00;1037583;LEANDRO JOSE PIRES DE SOUZA 2940752;691;Humberts / Junior;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;191,77;2.304,01;16;19/04/2024 21:27;424048;24/04/2024 15:57;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;29/04/2024 00:30;Entregue com ocorrência
1429949;4;CD01;CD01;19/04/2024 00:00;1037160;HIGA PRODUTOS ALIMENTICIOS LTDA;201;Osvaldo - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;493,955;7.097,02;80;19/04/2024 21:27;424048;24/04/2024 09:26;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;29/04/2024 00:30;Entregue com ocorrência
1429948;4;CD01;CD01;19/04/2024 00:00;1036317;BINDILATTI COMERCIO DE INGREDIENTES EMBALAGENS LTDA;691;Humberts / Junior;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;113,827;1.230,21;12;19/04/2024 21:27;424048;23/04/2024 12:08;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;25/04/2024 23:30;25/04/2024 23:30;Entregue com ocorrência
1429947;4;CD01;CD01;19/04/2024 00:00;1035997;SILVIA GIUSTI ROZANTE ZAMPARO 33627472802;691;Humberts / Junior;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;235,445;2.916,83;26;19/04/2024 21:27;424048;24/04/2024 10:14;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;29/04/2024 00:30;Entregue com ocorrência
1429946;4;CD01;CD01;19/04/2024 00:00;1031112;LF UTILIDADES E PRESENTES EIRELI ;215;Silvio - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;22,634;559,51;7;19/04/2024 21:27;424048;24/04/2024 10:17;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;25/04/2024 23:30;25/04/2024 23:30;Entregue com ocorrência
1429945;4;CD01;CD01;19/04/2024 00:00;1027304;FAVETTA E CIA LTDA ;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;49,199;1.043,73;14;19/04/2024 21:27;424048;;29/04/2024;Baixado pelo usuário EPDSOUZA;26/04/2024 23:30;29/04/2024 00:30;Baixada
1429944;4;CD01;CD01;19/04/2024 00:00;1026130;BIKA COMERCIO DE PRODUTOS DE LIMPEZA E DESCARTAVEIS LTDA ME;691;Humberts / Junior;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;146,946;1.830,62;14;19/04/2024 21:27;424048;24/04/2024 10:30;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;29/04/2024 00:30;Entregue com ocorrência
1429943;4;CD01;CD01;19/04/2024 00:00;1022833;HIGA PRODUTOS ALIMENTICIOS LTDA ;201;Osvaldo - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;795,044;11.132,26;106;19/04/2024 21:27;424048;24/04/2024 10:25;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;25/04/2024 23:30;26/04/2024 00:30;Entregue com ocorrência
1429942;4;CD01;CD01;19/04/2024 00:00;1016719;B A BARBOSA SUPERMERCADO LTDA ;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;25,232;425,98;4;19/04/2024 21:27;424048;23/04/2024 11:18;24/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;29/04/2024 00:30;Entregue com ocorrência
1429941;4;CD01;CD01;19/04/2024 00:00;1012219;T2C COMERCIO VAREJISTA DE ALIMENTOS EIRELI;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;72,123;1.311,79;15;19/04/2024 21:27;424048;23/04/2024 10:58;24/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;25/04/2024 23:30;25/04/2024 23:30;Entregue com ocorrência
1429940;4;CD01;CD01;19/04/2024 00:00;1009666;AMERICO MUNIZ NETO-ME ;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;572,245;7.247,69;63;19/04/2024 21:27;424048;24/04/2024 15:41;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;25/04/2024 23:30;25/04/2024 23:30;Entregue com ocorrência
1429939;4;CD01;CD01;19/04/2024 00:00;1008316;CAROLVIVIAN ART.PARA FESTA LTDA EPP ;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;27,75;321,17;3;19/04/2024 21:27;424048;23/04/2024 11:26;24/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;25/04/2024 23:30;26/04/2024 00:30;Entregue com ocorrência
1429938;4;CD01;CD01;19/04/2024 00:00;1006667;IRMAOS ZAQUEU LTDA. ME;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;243,132;3.260,53;28;19/04/2024 21:27;424048;23/04/2024 12:01;24/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;29/04/2024 00:30;Entregue com ocorrência
1429937;4;CD01;CD01;19/04/2024 00:00;1006193;ANTTONELLI SM. LTDA ;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;100,704;1.871,94;20;19/04/2024 21:27;424048;29/04/2024 15:50;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;29/04/2024 00:30;Entregue com ocorrência
1429936;4;CD01;CD01;19/04/2024 00:00;1005473;CRISTINA ZUNTINI SANTOS - EPP ;201;Osvaldo - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;56,033;1.176,86;7;19/04/2024 21:27;424048;24/04/2024 11:22;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;29/04/2024 00:30;Entregue com ocorrência
1429935;4;CD01;CD01;19/04/2024 00:00;1005008;GUILHERME A. KL. GUNNEWIEK CIA LTDA ;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;16,694;421,04;4;19/04/2024 21:27;424048;25/04/2024 15:40;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;29/04/2024 00:30;Entregue com ocorrência
1429934;4;CD01;CD01;19/04/2024 00:00;1004448;ELISA MARIA BETTONE MATARAZZO ME ;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;388,295;5.001,66;45;19/04/2024 21:27;424048;24/04/2024 10:16;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;29/04/2024 00:30;Entregue com ocorrência
1429933;4;CD01;CD01;19/04/2024 00:00;1003417;C. CAMARGO E CIA LTDA ME ;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;43,513;954,1;12;19/04/2024 21:27;424048;23/04/2024 11:01;24/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;25/04/2024 23:30;25/04/2024 23:30;Entregue com ocorrência
1429932;4;CD01;CD01;19/04/2024 00:00;1002965;SOLIDEA DELA COLETA E CIA LTDA SM. SOLIDEIA;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;203,706;2.858,96;23;19/04/2024 21:27;424048;24/04/2024 14:58;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;25/04/2024 23:30;25/04/2024 23:30;Entregue com ocorrência
1429931;4;CD01;CD01;19/04/2024 00:00;1002790;SARTORI E MAGOSSI LTDA ;201;Osvaldo - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;450,018;4.905,14;45;19/04/2024 21:27;424048;23/04/2024 10:32;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;25/04/2024 23:30;25/04/2024 23:30;Entregue com ocorrência
1429930;4;CD01;CD01;19/04/2024 00:00;1002168;SM. MARCON LTDA SM. MARCON;706;Bertolino M. F. Camp;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;25,863;490,91;3;19/04/2024 21:27;424048;29/04/2024 10:20;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;29/04/2024 00:30;Entregue com ocorrência
1429929;4;CD01;CD01;19/04/2024 00:00;1000907;DAVID BARBOSA SM. EPP ;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;120,792;1.798,77;21;19/04/2024 21:27;424048;25/04/2024 15:50;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;29/04/2024 00:30;Entregue com ocorrência
1429928;4;CD01;CD01;19/04/2024 00:00;1000496;B.A. BARBOSA SM. LTDA SM. GUARANI;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;15,34;433,6;4;19/04/2024 21:27;424048;23/04/2024 11:09;24/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;29/04/2024 00:30;Entregue com ocorrência
1429927;4;CD01;CD01;19/04/2024 00:00;1040942;SUPERMERCADO ALVORADA SOROCABA LOJA LTDA;647;Danilo - Robdan Com.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;1,154;39,93;1;19/04/2024 21:27;424048;25/04/2024 15:49;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;29/04/2024 00:30;Entregue com ocorrência
1429926;4;CD01;CD01;19/04/2024 00:00;1040940;SUPERMERCADO ALVORADA SOROCABA LOJA LTDA;647;Danilo - Robdan Com.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;3,394;56,47;1;19/04/2024 21:27;424048;24/04/2024 11:17;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;29/04/2024 00:30;Entregue com ocorrência
1429924;4;CD01;CD01;19/04/2024 00:00;1035348;SUPERMERCADO ALVORADA SOROCABA LJ01 LTDA;647;Danilo - Robdan Com.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;3,394;56,47;1;19/04/2024 21:27;424048;24/04/2024 11:20;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;29/04/2024 00:30;Entregue com ocorrência
1429923;4;CD01;CD01;19/04/2024 00:00;1033385;J.SANTOS OLIVEIRA EIRELI ;647;Danilo - Robdan Com.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;8,621;155,46;1;19/04/2024 21:27;424048;24/04/2024 10:22;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;29/04/2024 00:30;Entregue com ocorrência
